customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2980-T10155,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.04,3995.79,Yes
2981-T77494,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.72,4242.01,No
2982-T86229,Female,1,Yes,Yes,62,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,81.2,5089.13,No
2983-T48547,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.92,2263.64,No
2984-T38795,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.81,1164.68,No
2985-T65296,Male,1,No,No,70,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,108.1,7598.98,No
2986-T31447,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,111.59,3637.01,Yes
2987-T46598,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.48,31.31,Yes
2988-T51814,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),52.54,1332.62,Yes
2989-T85330,Male,0,Yes,Yes,18,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,89.09,1667.95,Yes
2990-T97960,Male,1,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.61,958.52,No
2991-T73278,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.95,3699.6,No
2992-T65077,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.82,168.79,No
2993-T81906,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),20.89,658.45,No
2994-T19528,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),99.76,1813.59,Yes
2995-T60100,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),22.33,93.25,Yes
2996-T18179,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),115.43,6947.38,Yes
2997-T58781,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.0,2869.55,No
2998-T65267,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,61.93,361.93,Yes
2999-T92379,Male,0,No,No,55,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),91.26,5028.62,No
3000-T33952,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.58,3519.06,Yes
3001-T63798,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,56.85,3928.48,No
3002-T60939,Female,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.39,1600.93,No
3003-T39516,Female,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.49,106.18,Yes
3004-T66526,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.2,3037.48,Yes
3005-T20449,Male,1,No,Yes,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,117.49,1870.7,No
3006-T60290,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,54.32,3786.65,No
3007-T96661,Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.69,5106.32,No
3008-T82954,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.11,4445.56,Yes
3009-T32746,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.25,420.28,No
3010-T77990,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),97.05,3002.4,No
3011-T68810,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),111.98,383.65,No
3012-T93297,Male,1,Yes,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.55,760.94,No
3013-T25223,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,90.46,2746.72,No
3014-T82237,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),88.29,1155.03,No
3015-T12597,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.9,3951.14,Yes
3016-T75677,Female,0,No,Yes,45,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.1,5281.35,No
3017-T12659,Female,0,No,Yes,19,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.68,1997.28,Yes
3018-T96516,Male,0,No,Yes,57,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.43,6737.24,No
3019-T84567,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73.01,3418.38,No
3020-T25037,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.22,190.33,No
3021-T56738,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.93,1700.66,No
3022-T81678,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,97.15,5603.51,Yes
3023-T22109,Female,0,Yes,No,35,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.16,1801.09,Yes
3024-T32010,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,39.5,1632.95,No
3025-T18787,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.19,3165.45,Yes
3026-T18472,Female,1,No,Yes,41,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,52.1,2095.98,No
3027-T33383,Female,0,No,No,43,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,26.16,1050.05,No
3028-T71709,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,74.65,3117.36,No
3029-T79785,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,73.02,3068.6,No
3030-T44518,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),60.23,2691.03,Yes
3031-T63909,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.64,383.46,Yes
3032-T28351,Male,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.98,2666.78,No
3033-T79624,Female,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),47.58,372.6,Yes
3034-T63330,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.66,692.18,No
3035-T25282,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),115.21,1968.81,Yes
3036-T94866,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,116.01,2755.16,Yes
3037-T31778,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,26.72,1451.08,No
3038-T34264,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,108.64,3119.79,No
3039-T69675,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,62.01,35.25,No
3040-T15075,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.91,4022.89,No
3041-T85948,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.93,1574.33,No
3042-T58454,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,105.94,6827.25,No
3043-T38365,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,63.72,3312.09,No
3044-T82766,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.57,353.39,No
3045-T58200,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.54,7390.13,No
3046-T21002,Male,0,No,No,51,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.41,5806.53,No
3047-T23947,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),61.24,1943.67,No
3048-T89222,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),61.61,3626.74,No
3049-T88610,Female,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),19.75,1284.54,No
3050-T62142,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),38.18,1050.58,No
3051-T66307,Male,0,No,Yes,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,30.01,314.73,No
3052-T14493,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.56,1428.6,Yes
3053-T60085,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.54,1381.09,Yes
3054-T44228,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,46.93,1552.07,Yes
3055-T89676,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.46,2110.64,Yes
3056-T61875,Female,1,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.61,4063.42,No
3057-T41655,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.67,2810.32,No
3058-T53472,Male,0,No,No,29,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),43.42,1200.31,No
3059-T59437,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),104.65,5844.21,No
3060-T59416,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),103.48,6678.12,No
3061-T69711,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,107.71,5840.34,No
3062-T16816,Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,99.74,2239.53,Yes
3063-T87175,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.62,2388.5,No
3064-T74307,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,102.9,5359.54,No
3065-T56733,Female,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,107.6,1072.67,No
3066-T21240,Female,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.38,3615.75,No
3067-T81363,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.9,1813.08,No
3068-T42762,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),25.21,610.09,Yes
3069-T18259,Male,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),45.51,1062.6,No
3070-T60139,Male,1,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,104.29,1693.0,Yes
3071-T24849,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),117.71,1240.99,Yes
3072-T91768,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,60.31,3060.76,No
3073-T99709,Male,0,Yes,No,10,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.8,677.77,No
3074-T64869,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.27,488.64,No
3075-T73095,Male,0,No,Yes,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.09,4306.55,No
3076-T80910,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,65.8,3581.55,No
3077-T96710,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),86.4,5425.75,Yes
3078-T33567,Male,1,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.47,901.18,No
3079-T45292,Female,1,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.3,243.82,Yes
3080-T84813,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),58.26,2327.23,Yes
3081-T61631,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.87,3047.08,Yes
3082-T19885,Female,1,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,97.82,5329.13,No
3083-T69659,Male,0,Yes,No,31,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),72.03,2192.5,No
3084-T64306,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.0,1948.0,Yes
3085-T76314,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,42.12,2813.07,No
3086-T75087,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,60.4,2823.19,Yes
3087-T39165,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.47,305.49,Yes
3088-T68929,Male,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.77,4816.75,Yes
3089-T77028,Female,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,21.78,340.56,Yes
3090-T59812,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.5,1293.3,No
3091-T60500,Female,0,Yes,Yes,64,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.05,5289.46,No
3092-T89151,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,78.5,1276.97,Yes
3093-T68643,Female,1,No,No,37,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.47,3330.12,No
3094-T54900,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,22.54,1459.87,No
3095-T52946,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),106.26,4353.6,No
3096-T17851,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.1,751.82,Yes
3097-T26288,Female,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,96.18,2752.15,Yes
3098-T82692,Male,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),35.48,2274.66,Yes
3099-T77580,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.89,812.87,Yes
3100-T17368,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.66,2800.16,No
3101-T95436,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,33.2,1910.74,No
3102-T56403,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.11,1807.85,No
3103-T19168,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,22.72,84.46,Yes
3104-T96497,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.23,280.76,Yes
3105-T59879,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,102.31,748.04,Yes
3106-T69871,Male,0,No,Yes,41,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),21.31,849.41,Yes
3107-T99388,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.56,2977.11,Yes
3108-T42174,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),43.41,628.36,No
3109-T16581,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.27,200.09,No
3110-T81853,Male,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.2,2898.16,Yes
3111-T74046,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,63.79,1155.44,Yes
3112-T59678,Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,36.92,52.85,No
3113-T36649,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.57,1081.4,No
3114-T98668,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,50.25,841.54,No
3115-T92325,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.54,1319.59,No
3116-T24567,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,65.52,1906.97,No
3117-T90404,Female,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),58.82,3295.98,No
3118-T99906,Female,0,No,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,56.04,1512.69,No
3119-T71944,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,114.33,911.79,Yes
3120-T88002,Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,109.99,4848.75,No
3121-T38803,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),57.12,2714.71,Yes
3122-T28230,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,112.14,75.33,Yes
3123-T27862,Female,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.71,172.7,Yes
3124-T53355,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,19.27,553.36,No
3125-T41259,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,51.08,1307.86,Yes
3126-T97445,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.53,1057.5,Yes
3127-T40795,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,88.44,525.14,Yes
3128-T18770,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.63,2602.14,Yes
3129-T21093,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,115.45,6304.89,Yes
3130-T56571,Female,1,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),93.39,801.89,Yes
3131-T10193,Male,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,57.47,3189.24,No
3132-T27569,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.88,2051.03,Yes
3133-T21190,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,23.45,656.79,No
3134-T72824,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,44.42,1640.02,Yes
3135-T52752,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.23,745.56,Yes
3136-T42327,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,101.91,1851.98,Yes
3137-T52070,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,50.59,419.7,No
3138-T95925,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),86.37,1550.93,No
3139-T50197,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.79,122.79,Yes
3140-T12261,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,23.93,1454.81,No
3141-T36512,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.26,1317.84,No
3142-T16716,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),62.51,4233.45,No
3143-T96795,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),110.58,7752.51,Yes
3144-T38933,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.93,5574.33,No
3145-T14378,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),103.69,3343.44,Yes
3146-T50583,Female,1,No,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),22.4,1494.91,Yes
3147-T95371,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.83,1355.89,Yes
3148-T39033,Male,0,No,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.89,1754.58,Yes
3149-T34000,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.1,1354.25,No
3150-T85868,Male,1,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.42,805.09,No
